,text,ratingVal,ratingCount,tags
3,How many men does it take to screw in a light bulb? One. He just holds it up there and waits for the world to revolve around him.,42.53,26,men
4,"Any woman deserves sex, but not every woman a second time.",42.53,26,"sex, women"
5,"Change your Facebook Status to ""I'm Pregnant"" or ""I'm Engaged"" and watch the April Fools LIKE & Comment away.",42.53,26,April Fools Day
6,What does Santa suffer from if he gets stuck in a chimney? Claustrophobia!,42.53,26,Christmas
7,What do a Christmas tree and priest have in common? Their balls are just for decoration.,42.49,87,"christian, Christmas"
8,Why did God create black men? So fat white girls could dance (and get laid).,42.48,881,"black, fat, God, racist, women"
9,What makes you think this is my first time?,42.41,28,"love, sarcastic"
0,Say what you want about deaf people...,42.41,28,"communication, people, sarcastic"
1,I'm taking Viagra and drinking prune juice - I don't know if I'm coming or going.,42.41,28,retirement
2,"Believe me if you ever saw it, you would even say it glows!",42.41,28,Christmas
3,Do you know karate? Cause your body's kickin!,42.41,28,"sarcastic, sport"
4,Why do men masturbate? it is sex with someone they love,42.41,28,"men, sex"
5,The best thing about living at the beach is that you only have assholes on three sides of you.,42.37,13,life
6,Did you hear about the guy whose whole left side was cut off? He's all right now.,42.37,13,
7,"I may not be Dairy Queen, baby, but I'll treat you right!",42.37,13,"attitude, flirty"
8,You need to carry women in your arms; they will climb on your back by themselves.,42.37,13,"life, love, men, women"
9,I like two kinds of men: domestic and imported.,42.37,13,men
0,"I love defenseless animals, especially in a good gravy.",42.37,13,"animal, attitude"
1,The only difference between the people I've dated and Charles Manson is that Manson has the decency to look like a nut case when you first meet him.,42.37,13,love
2,"I've got my ion you, baby!",42.37,13,flirty
3,"Does your skin feel burnt? Because I think you must have just fallen down from heaven, and re-entry gave you a tan.",42.37,13,"beauty, flirty"
4,Why are there so many old people in Church? They're cramming for the final.,42.37,13,"christian, death, retirement, rude"
5,"Vegetarian: Native American definition for ""lousy hunter"".",42.37,13,life
6,"Every day, man is making bigger and better fool-proof things, and every day, nature is making bigger and better fools. So far, I think nature is winning.",42.37,13,stupid
7,Why did the referees stop the leper hockey game? There was a face-off in the corner.,42.37,13,sport
8,Ready for the only way to enjoy Instagram? Follow zero people. Follow every dog.,42.37,13,"IT, stupid"
9,I hate when I'm singing along to the Beastie Boys and they mess up the lyrics.,42.37,13,"attitude, stupid"
0,What do men and beer bottles have in common? They are both empty from the neck up.,42.32,30,"men, rude"
1,"What's a monster's favorite bean? A human bean. 
",42.32,30,Halloween
2,Why did God make man before woman? You need a rough draft before you have a final copy.,42.31,50,"God, men, rude"
3,"Gurl, you remind me of a box of chocolates.....(Why?) Cause I want to take your top off.",42.26,32,"flirty, food"
4,"What are the three words that men hate to hear during sex? ""Are you done?""",42.26,32,"hate, men, sex"
5,"Screw the nice list, I've got you on my ""nice and naughty list!",42.25,46,"Christmas, dirty, flirty"
6,"Is that a bat in your pocket, or does my costume excite you?",42.22,44,"dirty, Halloween"
7,"Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?",42.22,34,"food, sport"
8,"I am an agent of Satan, but my duties are largely ceremonial.",42.22,34,death
9,(NAME) spent most of his university days single But it was by choice. Woman chose not to date him.,42.22,34,"best man speech, love, women"
0,What do most men consider a gourmet restaurant? Any place without a drive-up window.,42.21,42,"dirty, men"
1,I'll bet your parents hit the JERKpot!,42.21,42,insults
2,Do you know what a Timberwolf is? No. Thats a guy that chases a girl up a tree and kisses her inbetween the limbs.,42.20,36,"animal, dirty, sex"
3,"Knock, knock. ""Who's there?"" ""Annie."" ""Annie who?"" ""Annie body home?""",42.20,36,Halloween
4,"How do you know that Santa is a man? No woman wears the same attire every year.
",42.20,36,"Christmas, women"
5,"Please, Lady, come home with me. You never know what I'll turn into, at midnight!",42.19,38,"flirty, Halloween"
6,Brain cells come and go but fat cells live forever.,42.09,92,"fat, life, women"
7,"If Eve wore a fig leaf, what did Adam wear? A hole in it.",42.04,71,"christian, sex"
8,What is a runner's favourite subject in school? Jog-raphy!,42.03,216,"puns, school, sport"
9,How do you start a black parade? Roll a 40 down the street.,42.02,90,black
0,"Pakistan army will never try to win the war against India, someone told them winner has to speak English on live television.",41.79,686,racist
1,"The more beautiful the woman is who loves you, the easier it is to leave her with no hard feelings.",41.71,15,"beauty, love, women"
2,To the question ‘What are you doing here?' 72% answered negative.,41.71,15,"attitude, life"
3,"An asteroid 1,200 light years away has a 0.6% chance of colliding with the Earth, and you all just walking around like everything is fine.",41.71,15,"attitude, sarcastic"
4,A cheap shot is a terrible thing to waste.,41.71,15,life
5,"What has four legs, is big, green, fuzzy, and if it fell out of a tree would kill you? A pool table.",41.71,15,sport
6,What do you instantly know about a well-dressed man? His wife is good at picking out clothes.,41.71,15,men
7,Dogs have masters. Cats have staff.,41.71,15,animal
8,"I've just written a song about tortillas - actually, it's more of a rap.",41.71,15,"food, puns"
9,Women who seek to be equal to men...LACK AMBITION!,41.71,15,women
0,"I'm not a bad guy! I work hard, and I love my kids. So why should I spend half my Sunday hearing about how I'm going to Hell?",41.67,95,"christian, kids, men"
1,"How are husbands like lawn mowers? They're hard to get started, they emit noxious odors, and half the time they don't work.",41.66,59,"dirty, marriage, men"
2,Did you hear about Ku Klux Knievel? He tried to jump over 8 blacks with a steam roller.,41.62,78,black
3,Why did God give Black guy's big dicks? He felt sorry for putting pubes on their heads.,41.57,165,"black, dirty, God"
4,The difference between the Pope and your boss. The Pope only expects you to kiss his ring. ,41.52,55,"christian, life"
5,How many gays does it take to screw in a lightbulb? Two. One to screw it in and another to stand around and say 'FABULOUS!',41.47,172,gay
6,A waist is a terrible thing to mind.,41.32,135,puns
7,Why do women have vaginas? So men will talk to them.,41.32,70,"communication, dirty, men, women"
8,"Why do women pay more attention to their appearance than improving their minds? Because most men are stupid, but few are blind.",41.30,17,"men, women"
9,What is a vampire's sweetheart called? His ghoul-friend. ,41.30,17,Valentines
0,"With a calendar, your days are numbered.",41.30,17,life
1,"A man is running after a woman, just until she catches him.",41.30,17,"love, men, women"
2,Most women don't know where to look when they're eating a banana.,41.30,17,women
3,It is hard to understand how a cemetery raised its burial cost and blamed it on the cost of living.,41.30,17,life
4,"Pardon me for drooling, but without my jaw, I can't help myself.",41.30,17,Halloween
5,A women's work that is never done is the stuff that she asked her husband to do.,41.30,17,women
6,Why did the snowman call his dog Frost ? Because frost bites ! ,41.30,17,animal
7,"If I can't buy you a drink, at least let me fix your laptop.",41.30,17,"flirty, IT"
8,"Why don't women have men's brains?
Because they don't have penises to put them in.",41.25,47,"dirty, men"
9,Why did God create stock analysts? In order to make weather forecasters look good.,41.25,47,"christian, God, life"
0,How do you starve a black man? Put his food stamps in his work boots.,41.24,660,"insults, racist"
1,Why can't single women fart? They don't get an asshole till they get married.,41.24,68,"dirty, marriage, men, women"
2,Why are teachers happy at Halloween parties? Because there is lots of school spirit!,41.11,43,"Halloween, people, school"
3,"A day without sunshine is like, well, night.",41.11,43,"flirty, life"
4,"What is the definition of ""making love""? Something a woman does while a guy is screwing her.",41.11,43,"love, sex"
5,I'll get you wetter than a Scottish summer.,41.05,79,"dirty, flirty, summer"
6,"If this bar is a meat market, you must be the prime rib!",41.04,19,"food, sarcastic"
7,"I don't want your candy, what I really want is your number.",41.04,19,"flirty, Halloween"
8,Did you know that Santa's not allowed to go down chimneys this year? It was declared unsafe by the Elf and Safety Commission.,41.04,19,Christmas
9,"I've seen a lot of great photos of babies in my life, so if you want my like on Facebook you better bring it.",40.93,8,"beauty, IT, kids"
0,Happy 10th birthday to your dating profile pic.,40.93,8,"birthday, IT, sarcastic, time"
1,"That whole ""letting go"" of your ex is always more satisfying when they're dangling over an abyss.",40.93,8,attitude
2,"You're like a fat stump, I'm always falling over you.",40.93,8,rude
3,I don't work here. I'm a consultant.,40.93,8,life
4,You cannot eat me unless you spread me. -Butter,40.93,8,life
5,"If anything is used to its full potential, it will break.",40.93,8,
6,I love oral sex... it's the phone bill I hate.,40.91,37,"hate, sex"
7,You need some more fuel for that fire? Cause I got some wood for you right here.,40.89,60,"dirty, flirty, stupid"
8,"By the cup of Nescafé even the most secret thoughts turn into words, and by the bottle of vodka – into actions.",40.88,21,"alcohol, life"
9,Sex discriminates against the shy and the ugly.,40.86,35,"life, sex, ugly"
0,Most of the people dream of not working and having lots of money. During an economic crisis 50 % of those dreams came true.,40.86,35,"life, money, work"
1,"We all have one ginger friend that claims to be ""strawberry blonde"".",40.86,35,blonde
2,"Everything has to be related in a woman: if the mouth shuts, the legs open.",40.81,33,"love, sex, women"
3,You know I would love to show you the toys my elves make for adults.,40.81,33,"Christmas, dirty"
4,That's not a candy cane in my pocket. I'm just glad to see you!,40.81,33,"Christmas, flirty"
5,How do you get a man to stop biting his nails? Make him wear shoes.,40.79,23,"men, rude"
6,Do you play volleyball? Because you look like your good on ur knees!,40.79,23,"dirty, sport"
7,Me: And the award for the most awesome daddy goes to...? *6 blinks M: The most awesome daddy award goes to...? *6 blinks M:  6: Luke's dad?,40.74,25,"family, kids"
